,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,Measured,pitzer_25C,pitzer_25C,pitzer_25C,pitzer,pitzer,pitzer,pitzer,pitzer,pitzer,pitzer,pitzer,pitzer,pitzer,MyAMI,MyAMI,MyAMI,MyAMI,MyAMI,MyAMI,MyAMI,MyAMI,MyAMI,MyAMI,csys_mid,csys_mid,csys_mid,csys_mid,csys_mid,csys_mid,csys_mid,csys_mid,csys_mid,csys_mid,csys_mid,csys_mid,Uncertainties,Uncertainties,Uncertainties,Uncertainties,Uncertainties,Uncertainties
47,2015,25.9,36.5,54.3,10.8,434,5.03,7.87,0.13,,,72.0,5,2x longterm RSD of analysis method,8.21,0.0,25,,,2377.0,5.0,,Haynes et al. (2017),Orbulina,universa,,BH6,6,3.981071705534971e-09,,"treatments of buffered peroxide, made up from one part 30% H2O2 and one part 0.1N NaOH, in a 80°C water bath for 30 minutes, followed by multiple rinses with nanopure water.",,550.0,16.0,,,48.0,6.0,Haynes et al. (2017),8.075125385552154,2035.4750279893726,2377.0,2035.4750279893726,2377.0000000000005,242.6801298327344,1782.4154132122294,10.379484944408805,8.068003329969747,101.40412496693199,332.59587503306795,434.0,4.50613610712877e-07,2035.546906397501,2377.0,242.432451125499,1782.540440692168,10.574014579834019,8.0614649361116,101.71746745197069,332.28253254802934,434.0,4.604464914263374e-07,2035.510967193437,2377.0,242.55629047911668,1782.4779269521987,10.476749762121411,8.064734133040673,101.56079620945134,332.4392037905486,434.0,4.5553005106960724e-07,8.615209978252444e-09,5.750680840975234,12.174534145646646,2.5,12.174534145646646,4.970232752154171,12.7763900364352,5.485488197715795
48,2015,25.9,36.5,54.3,10.8,434,5.03,6.84,0.11,,,68.0,5,2x longterm RSD of analysis method,8.21,0.0,25,,,2377.0,5.0,,Haynes et al. (2017),Orbulina,universa,,BH6,6,3.981071705534971e-09,,"treatments of buffered peroxide, made up from one part 30% H2O2 and one part 0.1N NaOH, in a 80°C water bath for 30 minutes, followed by multiple rinses with nanopure water.",,590.0,10.0,,,47.0,8.0,Haynes et al. (2017),8.075125385552154,2035.4750279893726,2377.0,2035.4750279893726,2377.0000000000005,242.6801298327344,1782.4154132122294,10.379484944408805,8.068003329969747,101.40412496693199,332.59587503306795,434.0,4.50613610712877e-07,2035.546906397501,2377.0,242.432451125499,1782.540440692168,10.574014579834019,8.0614649361116,101.71746745197069,332.28253254802934,434.0,4.604464914263374e-07,2035.510967193437,2377.0,242.55629047911668,1782.4779269521987,10.476749762121411,8.064734133040673,101.56079620945134,332.4392037905486,434.0,4.5553005106960724e-07,8.615209978252444e-09,5.750680840975234,11.498171137555165,2.5,11.498171137555165,4.694108710367828,12.066590589966577,5.180738853398251
49,2013,21.6,33.2,28.1,18.3,359,1.54,3.88,0.03,,,48.0,3,2x longterm RSD of analysis method,7.62,0.02,25,,,2031.0,20.0,,Haynes et al. (2017),Orbulina,universa,,LH 6,11,3.1622776601683803e-09,,"treatments of buffered peroxide, made up from one part 30% H2O2 and one part 0.1N NaOH, in a 80°C water bath for 30 minutes, followed by multiple rinses with nanopure water.",,513.0,80.0,,,33.0,11.0,Haynes et al. (2017),7.481465604371447,1996.3620977337962,2031.0,1996.3620977337962,2031.0000000000002,54.69918723468813,1894.938767741947,46.72414275716088,7.507381229760527,25.286596789232235,333.71340321076775,359.0,4.016651181630872e-07,1999.0503805981766,2030.9999999999989,50.172448520452086,1905.3520087733164,43.525923304408295,7.524403963319838,24.260071509530945,334.739928490469,359.0,3.4377085008719805e-07,1997.7062391659865,2030.9999999999995,52.43581787757011,1900.1453882576316,45.125033030784586,7.515892596540182,24.77333414938159,334.22666585061836,359.0,3.727179841251426e-07,3.048648844356343e-08,2.5745349246076334,8.116356097097764,1.5,8.116356097097764,2.4471734399078766,5.452642218955425,2.5607776193296625
50,2013,21.9,33.3,28.5,18.6,365,1.53,3.4,0.03,,,63.0,4,2x longterm RSD of analysis method,7.98,0.02,25,,,2156.0,7.0,,Haynes et al. (2017),Orbulina,universa,,LH 7,9,3.981071705534971e-09,,"treatments of buffered peroxide, made up from one part 30% H2O2 and one part 0.1N NaOH, in a 80°C water bath for 30 minutes, followed by multiple rinses with nanopure water.",,478.0,65.0,,,36.0,16.0,Haynes et al. (2017),7.841575255892225,1994.7551548293793,2156.0,1994.7551548293793,2156.0,123.75609229667349,1851.1602732481508,19.838789284554927,7.866166234245749,54.03501332594817,310.9649866740519,365.0,4.0299863330851774e-07,2003.4463623107542,2155.999999999999,115.75731411133106,1869.254332222317,18.434715977106084,7.88613751645262,52.690614924274584,312.3093850757254,365.0,3.4798062698852055e-07,1999.1007585700668,2155.9999999999995,119.75670320400226,1860.207302735234,19.136752630830507,7.876151875349184,53.36281412511138,311.63718587488864,365.0,3.7548963014851914e-07,1.3299892315424176e-08,5.932186938726907,10.652717377440815,2.0,10.652717377440815,3.550905792480272,8.188403440573454,3.764755551909741
51,2013,21.6,33.1,28.3,18.4,364,1.54,2.91,0.02,,,74.0,5,2x longterm RSD of analysis method,8.28,0.07,25,,,2371.0,15.0,,Haynes et al. (2017),Orbulina,universa,,LH 11a,5,3.981071705534971e-09,,"treatments of buffered peroxide, made up from one part 30% H2O2 and one part 0.1N NaOH, in a 80°C water bath for 30 minutes, followed by multiple rinses with nanopure water.",,578.0,15.0,,,42.0,7.0,Haynes et al. (2017),8.141363617374289,2042.521474381854,2371.0,2042.521474381854,2371.0000000000005,237.7301923342144,1795.1512844586348,9.63999758900484,8.169802376924798,93.93124033842695,270.06875966157304,364.0,4.001573861745262e-07,2058.905709824199,2371.0000000000005,224.21304590174137,1825.7296882151113,8.962975707346754,8.192548702698618,91.84454527871466,272.1554547212853,364.0,3.438102164889418e-07,2050.7135921030267,2371.0000000000005,230.97161911797787,1810.4404863368732,9.301486648175796,8.181175539811708,92.8878928085708,271.1121071914292,364.0,3.71983801331734e-07,6.589075140572517e-09,11.424900161124933,12.512715649692385,2.5,12.512715649692385,5.595856555167524,15.536588541983887,6.347920862344512
52,2013,21.6,33.1,28.3,18.4,364,1.54,3.37,0.03,,,71.0,5,2x longterm RSD of analysis method,8.28,0.07,25,,,2371.0,15.0,,Haynes et al. (2017),Orbulina,universa,,LH 11b,5,5.0118723362727106e-09,,"treatments of buffered peroxide, made up from one part 30% H2O2 and one part 0.1N NaOH, in a 80°C water bath for 30 minutes, followed by multiple rinses with nanopure water.",,542.0,16.0,,,42.0,6.0,Haynes et al. (2017),8.141363617374289,2042.521474381854,2371.0,2042.521474381854,2371.0000000000005,237.7301923342144,1795.1512844586348,9.63999758900484,8.169802376924798,93.93124033842695,270.06875966157304,364.0,4.001573861745262e-07,2058.905709824199,2371.0000000000005,224.21304590174137,1825.7296882151113,8.962975707346754,8.192548702698618,91.84454527871466,272.1554547212853,364.0,3.438102164889418e-07,2050.7135921030267,2371.0000000000005,230.97161911797787,1810.4404863368732,9.301486648175796,8.181175539811708,92.8878928085708,271.1121071914292,364.0,3.71983801331734e-07,6.589075140572517e-09,11.424900161124933,12.005443393623775,2.5,12.005443393623775,5.368997505633705,14.906726844335891,6.09057271927649
53,2013,21.6,33.1,27.3,17.7,348,1.54,4.56,0.04,,,44.0,3,2x longterm RSD of analysis method,7.63,0.03,25,,,3035.0,13.0,,Haynes et al. (2017),Orbulina,universa,,LH 8,17,3.981071705534971e-09,,"treatments of buffered peroxide, made up from one part 30% H2O2 and one part 0.1N NaOH, in a 80°C water bath for 30 minutes, followed by multiple rinses with nanopure water.",,528.0,59.0,,,41.0,7.0,Haynes et al. (2017),7.491350856768128,2993.7676404066715,3035.0,2993.7676404066715,3035.0000000000005,83.30762161921061,2841.9814310653,68.47858772216011,7.518412395475547,24.996990374648764,323.0030096253513,348.0,4.001573861745262e-07,2998.493866629922,3035.0,75.47433580873191,2859.120600731104,63.898930090085805,7.534290384152526,23.87517784527376,324.12482215472625,348.0,3.362666255610699e-07,2996.130753518297,3035.0,79.39097871397126,2850.551015898202,66.18875890612296,7.526351389814037,24.436084109961264,323.56391589003874,348.0,3.68212005867798e-07,2.9761074717307513e-08,3.8163348854567722,7.4399930890062835,1.5,7.4399930890062835,1.8044633741081366,3.8252914690220647,1.8519878233581142
54,2013,21.6,33.2,28.0,18.2,359,1.54,,,,,53.0,4,2x longterm RSD of analysis method,7.94,0.14,25,,,3213.0,7.0,,Haynes et al. (2017),Orbulina,universa,,LH 9b,14,1.9952623149688803e-09,,"treatments of buffered peroxide, made up from one part 30% H2O2 and one part 0.1N NaOH, in a 80°C water bath for 30 minutes, followed by multiple rinses with nanopure water.",,532.0,44.0,,,41.0,12.0,Haynes et al. (2017),7.80146405421684,3023.037674054127,3213.0,3023.037674054127,3213.0,170.81543214174314,2819.135123481441,33.08711843094247,7.829835138247371,49.291879267663994,309.70812073233606,359.0,4.016651181630872e-07,3035.420025980939,3213.0,158.30055606158865,2846.4115694356383,30.707900483712407,7.8502229459411135,47.73132845574969,311.26867154425037,359.0,3.428602299087643e-07,3029.2288500175327,3213.0,164.55799410166588,2832.77334645854,31.897509457327438,7.840029042094242,48.511603861706845,310.4883961382932,359.0,3.722626740359258e-07,1.4453431146836707e-08,8.045274752314509,8.961809857212113,2.0,8.961809857212113,2.395144432221516,5.174394959068472,2.476521289248606
55,2013,21.6,33.2,28.0,18.2,359,1.54,,,,,55.0,4,2x longterm RSD of analysis method,7.94,0.14,25,,,3213.0,7.0,,Haynes et al. (2017),Orbulina,universa,,Lh9a,2,5.0118723362727106e-09,,"treatments of buffered peroxide, made up from one part 30% H2O2 and one part 0.1N NaOH, in a 80°C water bath for 30 minutes, followed by multiple rinses with nanopure water.",,855.0,15.0,,,190.0,20.0,Haynes et al. (2017),7.80146405421684,3023.037674054127,3213.0,3023.037674054127,3213.0,170.81543214174314,2819.135123481441,33.08711843094247,7.829835138247371,49.291879267663994,309.70812073233606,359.0,4.016651181630872e-07,3035.420025980939,3213.0,158.30055606158865,2846.4115694356383,30.707900483712407,7.8502229459411135,47.73132845574969,311.26867154425037,359.0,3.428602299087643e-07,3029.2288500175327,3213.0,164.55799410166588,2832.77334645854,31.897509457327438,7.840029042094242,48.511603861706845,310.4883961382932,359.0,3.722626740359258e-07,1.4453431146836707e-08,8.045274752314509,9.299991361257854,2.0,9.299991361257854,6.576086956521739,83.55710723414585,11.96185776760434
56,2013,21.92,33.1,49.41,9.58,207,5.16,,,,,27.0,2,2x longterm RSD of analysis method,8.02,0.02,25,,,2179.0,17.0,,Haynes et al. (2017),Orbulina,universa,,LH13a,22,3.1622776601683803e-09,,"treatments of buffered peroxide, made up from one part 30% H2O2 and one part 0.1N NaOH, in a 80°C water bath for 30 minutes, followed by multiple rinses with nanopure water.",,561.0,47.0,,,43.0,11.0,Haynes et al. (2017),7.881411964328902,2018.39032601585,2179.0,2018.39032601585,2179.0000000000005,140.63328129346843,1860.2864023110205,17.470642411360952,7.908666393469287,33.767556739445304,173.2324432605547,207.0,3.999659932596955e-07,2019.4676568341197,2178.9999999999995,139.64485306263308,1863.105587876002,16.717215895484678,7.927963819659507,32.98424035892864,174.01575964107136,207.0,3.8279458107670084e-07,2018.9289914249848,2179.0,140.13906717805077,1861.695995093511,17.093929153422813,7.918315106564396,33.37589854918697,173.62410145081304,207.0,3.913802871681982e-07,1.2069378119316145e-08,3.430250085612423,4.565450304617492,1.0,4.565450304617492,0.9733572754303892,2.024207265851434,0.9914306706626593
57,2013,21.92,33.1,49.41,9.58,207,5.16,,,,,30.0,2,2x longterm RSD of analysis method,8.02,0.02,25,,,2179.0,17.0,,Haynes et al. (2017),Orbulina,universa,,LH13b,22,3.1622776601683803e-09,,"treatments of buffered peroxide, made up from one part 30% H2O2 and one part 0.1N NaOH, in a 80°C water bath for 30 minutes, followed by multiple rinses with nanopure water.",,561.0,47.0,,,43.0,11.0,Haynes et al. (2017),7.881411964328902,2018.39032601585,2179.0,2018.39032601585,2179.0000000000005,140.63328129346843,1860.2864023110205,17.470642411360952,7.908666393469287,33.767556739445304,173.2324432605547,207.0,3.999659932596955e-07,2019.4676568341197,2178.9999999999995,139.64485306263308,1863.105587876002,16.717215895484678,7.927963819659507,32.98424035892864,174.01575964107136,207.0,3.8279458107670084e-07,2018.9289914249848,2179.0,140.13906717805077,1861.695995093511,17.093929153422813,7.918315106564396,33.37589854918697,173.62410145081304,207.0,3.913802871681982e-07,1.2069378119316145e-08,3.430250085612423,5.072722560686103,1.0,5.072722560686103,1.0815080838115436,2.2491191842793707,1.1015896340696216
58,2013,21.92,33.3,50.2,9.73,596,5.16,,,,,102.0,7,2x longterm RSD of analysis method,8.04,0.02,25,,,2247.0,4.0,,Haynes et al. (2017),Orbulina,universa,,LH14,9,1.9952623149688803e-09,,"treatments of buffered peroxide, made up from one part 30% H2O2 and one part 0.1N NaOH, in a 80°C water bath for 30 minutes, followed by multiple rinses with nanopure water.",,566.0,70.0,,,50.0,23.0,Haynes et al. (2017),7.90162647273144,2013.0885489065731,2247.0,2013.0885489065731,2246.999999999999,146.29720643260038,1850.0672724714088,16.724070002563835,7.923669823598819,100.50796590236533,495.4920340976346,596.0,4.0298668313049296e-07,2013.5317883960215,2246.999999999999,146.74419071136225,1850.8839786462643,15.903619038395126,7.946002791534034,98.80853127633854,497.19146872366133,596.0,3.8962442737963623e-07,2013.3101686512973,2246.999999999999,146.5206985719813,1850.4756255588366,16.31384452047948,7.934836307566426,99.65824858935193,496.34175141064793,596.0,3.963055552550646e-07,1.1618864646355378e-08,3.597341440716933,17.24725670633275,3.5,17.24725670633275,5.749085568777583,13.257415094261784,6.095318512615772
59,2013,21.64,33.1,50.92,9.87,812,5.16,,,,,172.0,11,2x longterm RSD of analysis method,8.04,0.02,25,,,2291.0,8.0,,Haynes et al. (2017),Orbulina,universa,,LH15a,11,3.1622776601683803e-09,,"treatments of buffered peroxide, made up from one part 30% H2O2 and one part 0.1N NaOH, in a 80°C water bath for 30 minutes, followed by multiple rinses with nanopure water.",,552.0,39.0,,,39.0,11.0,Haynes et al. (2017),7.901423315117332,2022.1636646799425,2291.0,2022.1636646799425,2291.0000000000005,145.54402643132994,1859.6852586775358,16.934379571076725,7.92329632153071,136.49322155142391,675.5067784485761,812.0,4.001337463905962e-07,2021.3252718662452,2291.0,147.36260837553377,1857.9821864737382,15.98047701697335,7.948868433060742,134.53176721859194,677.4682327814081,812.0,3.9046869444276027e-07,2021.7444682730938,2291.0,146.45331740343187,1858.833722575637,16.457428294025036,7.936082377295726,135.51249438500793,676.4875056149922,812.0,3.953012204166782e-07,1.1585575792610446e-08,3.6566905643453596,29.083609347933653,5.5,29.083609347933653,8.769038159669892,19.53863461792361,9.176119802597958
60,2013,21.64,33.1,50.92,9.87,812,5.16,,,,,164.0,11,2x longterm RSD of analysis method,8.04,0.02,25,,,2291.0,8.0,,Haynes et al. (2017),Orbulina,universa,,LH15b,11,3.1622776601683803e-09,,"treatments of buffered peroxide, made up from one part 30% H2O2 and one part 0.1N NaOH, in a 80°C water bath for 30 minutes, followed by multiple rinses with nanopure water.",,552.0,39.0,,,39.0,11.0,Haynes et al. (2017),7.901423315117332,2022.1636646799425,2291.0,2022.1636646799425,2291.0000000000005,145.54402643132994,1859.6852586775358,16.934379571076725,7.92329632153071,136.49322155142391,675.5067784485761,812.0,4.001337463905962e-07,2021.3252718662452,2291.0,147.36260837553377,1857.9821864737382,15.98047701697335,7.948868433060742,134.53176721859194,677.4682327814081,812.0,3.9046869444276027e-07,2021.7444682730938,2291.0,146.45331740343187,1858.833722575637,16.457428294025036,7.936082377295726,135.51249438500793,676.4875056149922,812.0,3.953012204166782e-07,1.1585575792610446e-08,3.6566905643453596,27.730883331750693,5.5,27.730883331750693,8.361175919685245,18.62986091476437,8.74932353270968
61,2015,26.0,35.8,30.6,20.7,381,1.48,,,,,92.0,6,2x longterm RSD of analysis method,8.0,0.04,25,,,2162.0,7.0,,Haynes et al. (2019),Trilobatus,sacculifer,,LH 1SA,8,,,,,666.0,36.0,,,35.0,1.0,Haynes et al. (2019),7.864294041751392,1973.369939129923,2162.0,1973.369939129923,2162.0,143.49820385645626,1811.9119496196822,17.95978565378469,7.856554111295818,58.39101609551309,322.60898390448693,381.0,4.3924645570172203e-07,1982.408680230502,2161.999999999999,135.12458479561673,1829.560727112977,17.723368321908044,7.849788226380294,58.608684456432556,322.39131554356743,381.0,3.99239851359652e-07,1977.8893096802126,2161.9999999999995,139.3113943260365,1820.7363383663296,17.841576987846366,7.853171168838056,58.49985027597282,322.5001497240272,381.0,4.19243153530687e-07,1.4022609213950317e-08,6.878456662352808,15.556349186104047,3.0,15.556349186104047,5.5,13.005433380556646,5.886580679506808
62,2015,26.0,35.7,30.6,20.7,384,1.48,,,,,96.0,6,2x longterm RSD of analysis method,8.03,0.06,25,,,2158.0,19.0,,Haynes et al. (2019),Trilobatus,sacculifer,,LH 1SB,6,,,,,754.0,33.0,,,48.0,3.0,Haynes et al. (2019),7.894183699175087,1956.0220918349971,2158.0,1956.0220918349971,2158.0,151.2444441709122,1788.2122419070172,16.565405757067754,7.886432515149436,62.27006578597675,321.7299342140233,384.0,4.376449933041454e-07,1965.4135695856899,2158.0000000000005,142.58528208314843,1806.4775737207995,16.35071378174213,7.879609583429514,62.519309275020916,321.4806907249791,384.0,3.9780620015776234e-07,1960.7178307103436,2158.0,146.91486312703032,1797.3449078139083,16.45805976940494,7.883021049289475,62.39468753049883,321.6053124695012,384.0,4.177255967309539e-07,1.309118471395461e-08,7.280228194127747,16.23271219419553,3.0,16.23271219419553,6.626977002872228,17.035186715246933,7.31398426362106
63,2015,26.0,35.9,30.6,20.9,390,1.46,,,,,97.0,6,2x longterm RSD of analysis method,8.18,0.01,25,,,2263.0,8.0,,Haynes et al. (2019),Trilobatus,sacculifer,,LH 9S,13,,,,,656.0,39.0,,,41.0,1.0,Haynes et al. (2019),8.044406415709856,1972.6484622427818,2263.0,1972.6484622427818,2263.0000000000005,210.675288991288,1750.5191965925962,11.453976658897611,8.036475333591,83.98917198292706,306.0108280170729,390.0,4.408510961836333e-07,1985.4128554032584,2262.999999999999,199.25442814684968,1774.7998575221718,11.35856973423695,8.029489131985168,84.25570080087603,305.744299199124,390.0,4.018172334165108e-07,1979.03065882302,2263.0,204.96485856906884,1762.659527057384,11.40627319656728,8.032982232788083,84.12243639190154,305.87756360809846,390.0,4.2133416480007206e-07,9.268677412424918e-09,10.167144993158185,16.401802946218396,3.0,16.401802946218396,4.549041656357443,9.91151032354492,4.719199894681405
64,2015,25.9,35.8,31.1,20.8,383,1.5,,,,,63.0,4,2x longterm RSD of analysis method,7.69,0.05,25,,,3001.0,9.0,,Haynes et al. (2019),Trilobatus,sacculifer,,LH 4S,10,,,,,677.0,53.0,,,53.0,1.0,Haynes et al. (2019),7.554297942426779,2916.092556448028,3001.0,2916.092556448028,3001.0000000000005,107.04132501795254,2753.3862409473963,55.66499048267905,7.547366396550315,31.261898024793307,351.73810197520663,383.0,4.3931669809328795e-07,2921.2977121891836,3001.0000000000005,100.9715208085714,2765.8468823634466,54.479309017165,7.542413716503817,31.470890334158437,351.5291096658416,383.0,4.021138366414013e-07,2918.6951343186056,3001.0000000000005,104.00642291326197,2759.6165616554217,55.072149749922026,7.544890056527066,31.366394179475872,351.6336058205241,383.0,4.207152673673446e-07,2.8517401061222617e-08,5.142037297892852,10.652717377440815,2.0,10.652717377440815,3.3686850182768575,7.620494943113261,3.5455931596213186
65,2015,26.0,35.8,31.0,20.8,387,1.49,,,,,78.0,5,2x longterm RSD of analysis method,8.03,0.03,25,,,3184.0,12.0,,Haynes et al. (2019),Trilobatus,sacculifer,,LH 10SA,7,,,,,643.0,27.0,,,52.0,2.0,Haynes et al. (2019),7.8942973419102325,2914.429406341925,3184.0,2914.429406341925,3184.0,226.31538345259523,2663.4682377762733,24.64578511305641,7.886184564656488,62.861829294505334,324.13817070549464,387.0,4.3924645570172203e-07,2927.3651428781936,3183.9999999999995,213.932736251424,2689.1104007690165,24.322005857753005,7.879598144249758,63.16507967706067,323.83492032293935,387.0,4.015940448882002e-07,2920.8972746100594,3184.0,220.12405985200962,2676.289319272645,24.48389548540471,7.882891354453123,63.013454485783,323.986545514217,387.0,4.2042025029496113e-07,1.309509476272069e-08,10.89048503660214,13.189078657783867,2.5,13.189078657783867,4.985003164366525,12.19786330915247,5.403622190541856
66,2015,26.0,35.8,31.0,20.8,387,1.49,,,,,87.0,6,2x longterm RSD of analysis method,8.03,0.03,25,,,3184.0,12.0,,Haynes et al. (2019),Trilobatus,sacculifer,,LH 10SB,5,,,,,697.0,65.0,,,53.0,2.0,Haynes et al. (2019),7.8942973419102325,2914.429406341925,3184.0,2914.429406341925,3184.0,226.31538345259523,2663.4682377762733,24.64578511305641,7.886184564656488,62.861829294505334,324.13817070549464,387.0,4.3924645570172203e-07,2927.3651428781936,3183.9999999999995,213.932736251424,2689.1104007690165,24.322005857753005,7.879598144249758,63.16507967706067,323.83492032293935,387.0,4.015940448882002e-07,2920.8972746100594,3184.0,220.12405985200962,2676.289319272645,24.48389548540471,7.882891354453123,63.013454485783,323.986545514217,387.0,4.2042025029496113e-07,1.309509476272069e-08,10.89048503660214,14.710895425989698,3.0,14.710895425989698,6.578912436480738,18.265989231791867,7.4630961489726015
67,2015,26.0,35.8,31.0,20.8,387,1.49,,,,,78.0,5,2x longterm RSD of analysis method,8.03,0.03,25,,,3184.0,12.0,,Haynes et al. (2019),Trilobatus,sacculifer,,LH 10SC,5,,,,,784.0,46.0,,,65.0,2.0,Haynes et al. (2019),7.8942973419102325,2914.429406341925,3184.0,2914.429406341925,3184.0,226.31538345259523,2663.4682377762733,24.64578511305641,7.886184564656488,62.861829294505334,324.13817070549464,387.0,4.3924645570172203e-07,2927.3651428781936,3183.9999999999995,213.932736251424,2689.1104007690165,24.322005857753005,7.879598144249758,63.16507967706067,323.83492032293935,387.0,4.015940448882002e-07,2920.8972746100594,3184.0,220.12405985200962,2676.289319272645,24.48389548540471,7.882891354453123,63.013454485783,323.986545514217,387.0,4.2042025029496113e-07,1.309509476272069e-08,10.89048503660214,13.189078657783867,2.5,13.189078657783867,5.8983352878792825,16.37640413884788,6.69105171976854
68,2015,26.05,35.9,31.0,20.8,386,1.49,,,,,120.0,8,2x longterm RSD of analysis method,8.04,0.03,25,,,1631.0,10.0,,Haynes et al. (2019),Trilobatus,sacculifer,,LH 12SA,8,,,,,773.0,48.0,,,63.0,3.0,Haynes et al. (2019),7.904407924997592,1457.5513634844394,1631.0,1457.5513634844394,1630.9999999999995,116.17625339339489,1329.3880954062781,11.987014684766754,7.896594175520956,64.06849013898065,321.9315098610193,386.0,4.408159995520612e-07,1464.8945365425043,1631.0,109.6920395155265,1343.3373991226488,11.865097904328993,7.889165461916023,64.30995498127865,321.6900450187214,386.0,4.0300282929707954e-07,1461.2229500134717,1630.9999999999998,112.93414645446069,1336.3627472644635,11.926056294547873,7.892879818718489,64.18922256012965,321.8107774398703,386.0,4.219094144245704e-07,1.2797353933010544e-08,5.567617516799321,20.29089024274441,4.0,20.29089024274441,7.173913043478262,16.9636087572478,7.678148712400184
69,2015,26.05,35.9,31.0,20.8,386,1.49,,,,,126.0,8,2x longterm RSD of analysis method,8.04,0.03,25,,,1631.0,10.0,,Haynes et al. (2019),Trilobatus,sacculifer,,LH12 SB,12,,,,,650.0,45.0,,,37.0,1.0,Haynes et al. (2019),7.904407924997592,1457.5513634844394,1631.0,1457.5513634844394,1630.9999999999995,116.17625339339489,1329.3880954062781,11.987014684766754,7.896594175520956,64.06849013898065,321.9315098610193,386.0,4.408159995520612e-07,1464.8945365425043,1631.0,109.6920395155265,1343.3373991226488,11.865097904328993,7.889165461916023,64.30995498127865,321.6900450187214,386.0,4.0300282929707954e-07,1461.2229500134717,1630.9999999999998,112.93414645446069,1336.3627472644635,11.926056294547873,7.892879818718489,64.18922256012965,321.8107774398703,386.0,4.219094144245704e-07,1.2797353933010544e-08,5.567617516799321,21.30543475488163,4.0,21.30543475488163,6.150349245466459,13.536827418599039,6.405502708792198
70,2015,25.87,37.3,55.2,20.8,428,2.65,,,,,108.0,7,2x longterm RSD of analysis method,8.18,0.03,25,,,2395.0,4.0,,Haynes et al. (2019),Trilobatus,sacculifer,,LH 5SA,6,,,,,795.0,22.0,,,81.0,3.0,Haynes et al. (2019),8.046117185513364,2053.5491698413066,2395.0,2053.5491698413066,2395.0000000000005,247.8193917352705,1794.5977333828364,11.132044723199503,8.039161125311916,97.18784617561738,330.8121538243826,428.0,4.6374162990080204e-07,2039.6521313983737,2394.9999999999995,259.0921944084,1769.403992344619,11.155944645354875,8.032751798732358,99.97330016849857,328.02669983150145,428.0,5.382565956435612e-07,2046.60065061984,2395.0,253.45579307183527,1782.0008628637277,11.143994684277189,8.035956462022137,98.58057317205797,329.41942682794206,428.0,5.009991127721816e-07,9.205418513550299e-09,10.522734195522311,18.26180121846997,3.5,18.26180121846997,7.455349128231256,19.1645850546528,8.228232296573692
71,2015,25.87,37.3,55.2,20.8,428,2.65,,,,,127.0,8,2x longterm RSD of analysis method,8.18,0.03,25,,,2395.0,4.0,,Haynes et al. (2019),Trilobatus,sacculifer,,LH 5SB,9,,,,,663.0,80.0,,,63.0,3.0,Haynes et al. (2019),8.046117185513364,2053.5491698413066,2395.0,2053.5491698413066,2395.0000000000005,247.8193917352705,1794.5977333828364,11.132044723199503,8.039161125311916,97.18784617561738,330.8121538243826,428.0,4.6374162990080204e-07,2039.6521313983737,2394.9999999999995,259.0921944084,1769.403992344619,11.155944645354875,8.032751798732358,99.97330016849857,328.02669983150145,428.0,5.382565956435612e-07,2046.60065061984,2395.0,253.45579307183527,1782.0008628637277,11.143994684277189,8.035956462022137,98.58057317205797,329.41942682794206,428.0,5.009991127721816e-07,9.205418513550299e-09,10.522734195522311,21.4745255069045,4.0,21.4745255069045,7.1581751689681665,16.506781538933787,7.58926912845297
72,2015,26.05,35.8,54.5,10.8,219,5.05,,,,,56.0,4,2x longterm RSD of analysis method,8.03,0.04,25,,,2157.0,17.0,,Haynes et al. (2019),Trilobatus,sacculifer,,LH 6S,10,,,,,653.0,44.0,,,48.0,2.0,Haynes et al. (2019),7.8943473925167424,1973.5458238690353,2157.0,1973.5458238690353,2157.0,158.1673855622842,1799.3430986827273,16.035339624023806,7.885324800990821,36.19247512285314,182.80752487714688,219.0,4.392111278498271e-07,1972.5808681339083,2157.0,159.03739083671536,1797.25357393078,16.289903366413107,7.8783797726452525,36.49539249866842,182.50460750133158,219.0,4.4968160036721935e-07,1973.063346001472,2157.0,158.60238819949979,1798.2983363067538,16.162621495218456,7.881852286818036,36.34393381076078,182.65606618923923,219.0,4.444463641085232e-07,1.3126462832056943e-08,3.8540213867884114,9.469082113280724,2.0,9.469082113280724,2.994386682912762,6.773773282767342,3.1516383641078383
